0.00000000,1.06405402,-0.00074247,1.38934996,-0.00247750,2.11926713,-0.00663998,3.66925088
-0.00000000,1.06413490,-0.00074026,1.38997591,-0.00250338,2.12144649,-0.00685437,3.67567554
0.00000000,1.06427216,-0.00082164,1.39074477,-0.00285426,2.12386485,-0.00804009,3.68230160
0.00000000,1.06431981,-0.00084311,1.39132469,-0.00295122,2.12598543,-0.00837044,3.68863040
-0.00000000,1.06441783,-0.00085603,1.39204601,-0.00302059,2.12829888,-0.00858312,3.69482127
0.00000000,1.06449134,-0.00081129,1.39267945,-0.00298822,2.13061435,-0.00901784,3.70209092
-0.00000000,1.06459760,-0.00077491,1.39336593,-0.00289620,2.13294974,-0.00888692,3.70903300
-0.00000000,1.06471265,-0.00075489,1.39407130,-0.00282631,2.13521769,-0.00890647,3.71530939
-0.00000000,1.06479309,-0.00075072,1.39465473,-0.00278557,2.13727716,-0.00860719,3.72177276
0.00000000,1.06480886,-0.00071632,1.39506618,-0.00255492,2.13882678,-0.00768438,3.72653842
-0.00000000,1.06493287,-0.00076937,1.39578305,-0.00275924,2.14105680,-0.00819044,3.73257676
0.00000000,1.06504309,-0.00079297,1.39650392,-0.00291379,2.14346610,-0.00877193,3.73972971
0.00000000,1.06522971,-0.00089791,1.39739987,-0.00338893,2.14619569,-0.01034998,3.74720720
0.00000000,1.06532931,-0.00092587,1.39801856,-0.00360744,2.14818959,-0.01143420,3.75265921
0.00000000,1.06537690,-0.00094126,1.39862229,-0.00358035,2.15031763,-0.01110098,3.75875706
-0.00000000,1.06539007,-0.00090314,1.39909761,-0.00338100,2.15222280,-0.01042046,3.76480658
0.00000000,1.06551911,-0.00094966,1.39980893,-0.00353171,2.15443737,-0.01083240,3.77084927
0.00000000,1.06565241,-0.00096751,1.40058321,-0.00360226,2.15688175,-0.01105422,3.77762751
0.00000000,1.06568714,-0.00090641,1.40109184,-0.00328186,2.15871828,-0.00977108,3.78281472
-0.00000000,1.06592197,-0.00084853,1.40207219,-0.00307807,2.16155470,-0.00936846,3.79029958
0.00000000,1.06604400,-0.00085503,1.40284387,-0.00308709,2.16408982,-0.00935298,3.79751034
-0.00000000,1.06608304,-0.00078505,1.40334773,-0.00276165,2.16592609,-0.00819225,3.80307047
0.00000000,1.06621163,-0.00069293,1.40403398,-0.00228024,2.16807068,-0.00623612,3.80900214
0.00000000,1.06635018,-0.00064029,1.40486191,-0.00213803,2.17072123,-0.00599023,3.81630769
0.00000000,1.06638697,-0.00060817,1.40532087,-0.00202272,2.17230714,-0.00581305,3.82075039
0.00000000,1.06653975,-0.00056998,1.40618823,-0.00184034,2.17517693,-0.00513651,3.82905178
0.00000000,1.06668737,-0.00051023,1.40705726,-0.00164915,2.17799488,-0.00487440,3.83713599
0.00000000,1.06687255,-0.00059386,1.40791896,-0.00203014,2.18052454,-0.00623835,3.84398819
0.00000000,1.06701917,-0.00053734,1.40864531,-0.00182253,2.18281032,-0.00564199,3.85052119
-0.00000000,1.06699294,-0.00053383,1.40894073,-0.00178256,2.18400851,-0.00556827,3.85416777
-0.00000000,1.06709675,-0.00055332,1.40972964,-0.00186519,2.18686829,-0.00567931,3.86315100
-0.00000000,1.06714034,-0.00059139,1.41025759,-0.00203313,2.18868365,-0.00633223,3.86814231
0.00000000,1.06720196,-0.00064109,1.41085275,-0.00223187,2.19075342,-0.00704969,3.87400664
-0.00000000,1.06736865,-0.00065724,1.41169189,-0.00224425,2.19329184,-0.00691995,3.88085074
0.00000000,1.06756585,-0.00065536,1.41272528,-0.00223575,2.19657130,-0.00706163,3.89033348
0.00000000,1.06772047,-0.00064541,1.41341060,-0.00229966,2.19869098,-0.00758457,3.89662001
-0.00000000,1.06789733,-0.00058631,1.41435103,-0.00202532,2.20178106,-0.00674639,3.90595191
0.00000000,1.06795594,-0.00055777,1.41496955,-0.00192076,2.20397880,-0.00653696,3.91239983
-0.00000000,1.06807488,-0.00055584,1.41565368,-0.00191953,2.20629534,-0.00661690,3.91947522
-0.00000000,1.06826795,-0.00062283,1.41654453,-0.00211564,2.20892442,-0.00684056,3.92641188
0.00000000,1.06826629,-0.00056173,1.41703783,-0.00188077,2.21093118,-0.00624234,3.93288618
0.00000000,1.06839483,-0.00065816,1.41782981,-0.00232455,2.21366130,-0.00779147,3.94133246
0.00000000,1.06846998,-0.00067072,1.41847992,-0.00236038,2.21588217,-0.00773242,3.94776093
0.00000000,1.06854261,-0.00059760,1.41912119,-0.00199652,2.21812567,-0.00647029,3.95447555
0.00000000,1.06867334,-0.00067457,1.41983605,-0.00231352,2.22035232,-0.00751452,3.96045255
-0.00000000,1.06876993,-0.00062142,1.42041559,-0.00208239,2.22215343,-0.00675092,3.96528201
-0.00000000,1.06883993,-0.00061672,1.42082981,-0.00208548,2.22344637,-0.00685363,3.96876499
0.00000000,1.06894787,-0.00067953,1.42144375,-0.00238448,2.22547144,-0.00794426,3.97466580
0.00000000,1.06913280,-0.00063340,1.42228379,-0.00217739,2.22802392,-0.00719624,3.98192776
0.00000000,1.06919147,-0.00064532,1.42296857,-0.00217866,2.23060029,-0.00712634,3.99005041
0.00000000,1.06921158,-0.00064406,1.42333925,-0.00221348,2.23198050,-0.00735969,3.99410052
0.00000000,1.06946782,-0.00076774,1.42456975,-0.00277842,2.23579669,-0.00918463,4.00503536
-0.00000000,1.06957018,-0.00084842,1.42530632,-0.00309288,2.23842566,-0.01024489,4.01298255
0.00000000,1.06971938,-0.00084810,1.42607147,-0.00307831,2.24077552,-0.01020838,4.01956998
0.00000000,1.06985021,-0.00076785,1.42666749,-0.00275752,2.24257390,-0.00926207,4.02465242
-0.00000000,1.06987937,-0.00073911,1.42705107,-0.00272996,2.24395586,-0.00960040,4.02862450
0.00000000,1.06999262,-0.00072453,1.42789923,-0.00264091,2.24689630,-0.00930011,4.03739700
-0.00000000,1.07010371,-0.00079207,1.42855764,-0.00304464,2.24919586,-0.01101121,4.04476302
0.00000000,1.07023475,-0.00077251,1.42936090,-0.00295346,2.25195669,-0.01069056,4.05292399
-0.00000000,1.07046442,-0.00079320,1.43028961,-0.00293921,2.25461025,-0.01020555,4.05994883
0.00000000,1.07063496,-0.00080537,1.43113450,-0.00302723,2.25716678,-0.01055250,4.06695109
